comuMerged,development / aka,units,type,agent,agent address,website,source,zip,combinedPhone
1608,Rev William Griffin Residence,100.0,age,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,7501.0,(973) 345-5080
1608,Rising Dove Senior Apts,49.0,age,Marzulli Real Estate,"264 Belleville Av, Bloomfield 07003",Marzulli Real Estate - Home (weebly.com),HUD,7501.0,(973) 345-7701
1608,Riverside Terrace Family Residence,300.0,family,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505",PHA Sites ‹ Housing Authority of the City of Paterson New Jersey (patersonhousingauthority.org),PHA,,(973) 345-5080
1608,Rosa Parks Apts / 400 Broadway,50.0,age,Marzulli Real Estate,"264 Belleville Av, Bloomfield 07003",Marzulli Real Estate - Home (weebly.com),HMFA,7501.0,(973) 523-9559
1608,Saks Apts,6.0,family,,"76 Elberon Av, Paterson 07502",,MtL,7502.0,nan nan
1608,Sams Place,19.0,age,,,,MtL,7542.0,(973) 594-0058
1608,Sheltering Arms,32.0,family,Paterson Coalition for Housing Inc,"2 Broadway, Paterson 07505","Sheltering Arms | Paterson, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,7505.0,(201) 321-0667
1608,Silk City Lofts ,48.0,family,Silk City Lofts,,Silk City Lofts | Paterson NJ (silkcity-lofts.com),MtL,7505.0,(973) 842-8326
1608,Sojourner Douglass Homes,20.0,family,Paterson Housing Authority,"60 Van Houten St, Box H, Paterson 07505","Sojourner Douglass Homes | Paterson, NJ Low Income Apartments (affordablehousingonline.com)",PHA,,(973) 345-5650
1608,St Lukes House of Mercy / womens transitional housing,8.0,special,St Lukes Baptist Church of Paterson,,,MtL,,(973) 345-4309
1608,Straight & Narrow AIDs shelter,24.0,special,"Stright & Narrow Inc, Catholic Charities of Paterson","508 Straight St, Paterson  07509","Straight & Narrow - Catholic Charities, Diocese of Paterson - Clifton, New Jersey (ccpaterson.org)",HUD,7501.0,(973) 345-6000
1608,Triangle Village / CBD North Triangle,159.0,family,Ceco International,"36 S Main St, Pleasantville 08232",,HMFA,7501.0,(973) 523-3040
1608,William Hinchcliffe Manor,30.0,age,Monmouth Housing Alliance,"59 Broad St, Eatontown 07724",Affordable Housing Alliance - Hope. Strength. Community.,HUD,7522.0,(973) 389-0420
1608,Zion Court ,19.0,family,Regan Developers,"1055 Saw Mill River Rd, Ardsley, NY 10502",Zion Court | Regan Development,tax credit,7524.0,(973) 594-0058
1609,Bethesda Lutheran group home,5.0,special ,Bethesda Lutheran Communities Inc,"600 Hoffman Dr, Watertown, WI 05304 / 220 Hamburg Tpke, 220 Hamburg Tpke, Pmpton Lakes 07442",Bethesda Lutheran Communities | Supporting People with Disabilities (bethesdalc.org),MtL,7442.0,(973) 831-4088
1609,Community Options Inc group homes 1 & 2,6.0,special ,Community Options Inc,"16 Farber Rd, Princeton 08540","Community Options, Inc. (comop.org)",MtL,7442.0,(609) 951-9900
1609,Highlands condos,22.0,family,Pompton Lakes Borough,"25 Lenox Av, Pompton Lakes 07442","Pompton Lakes, NJ | Official Website (pomptonlakes-nj.gov)",MtL,7442.0,(973) 835-0143
1609,Pompton Lakes housing rehab,6.0,,Pompton Lakes Borough,"25 Lenox Av, Pompton Lakes 07442","Pompton Lakes, NJ | Official Website (pomptonlakes-nj.gov)",MtL,7442.0,(973) 835-0143
1609,Pompton Lakes Senior Apts / Mayor Gelman,99.0,age,Gershen Group / Moderate Income Mgt,"29 Emmons Dr, ste C-10, Princeton 08540",,HMFA,7442.0,(973) 839-2000
1609,Popmpton Lakes special needs housing ,12.0,special ,Bethesda Lutheran Communities Inc,"600 Hoffman Dr, Watertown, WI 05304 / 220 Hamburg Tpke, 220 Hamburg Tpke, Pmpton Lakes 07442",Bethesda Lutheran Communities | Supporting People with Disabilities (bethesdalc.org),MtL,7442.0,(973) 831-4088
1610,Prospect Park supervised apts,5.0,special,Prospect Park Borough,"Municipal Bldg; 106 Brown Av, Prospect Park, 07508","Borough of Prospect Park, NJ",MtL,7508.0,(973) 790-7902
1611,AdvoServ of NJ group homes 1 & 2,10.0,special,Childrent & Family Services Inc,"200 Robin Rd, Paramus 07652",Children's Aid and Family Services | Strengthens Families and Empowers Individuals (cafsnj.org),MtL,7456.0,(201) 261-2800
1611,Spectrum for Living-Ringwood Apts,16.0,special,Spectrum for Living Inc,"210 Rivervale Rd, ste 3, River Vale 07675",Spectrum For Living - Serving People with Developmental Disabilities,MtL,7456.0,(201) 358-8000
1612,Community Options Inc group home / Community Action for Independent Lvg,8.0,special,Community Options Inc,"16 Farber Rd, Princeton 08540","Community Options, Inc. (comop.org)",MtL,7512.0,(609) 951-9900
1612,Devereux group homes,9.0,special,"Devereux Foundation, NJ","286  Mantua Grove Rd, ste 4, West Deptford 08066",Leading National Behavioral Healthcare Provider - Devereux Advanced Behavioral Health,MtL,7512.0,(856) 599-6400
1612,Jawonio special needs housing,5.0,special,Heart to Heart Health Care Svcs LLC,"576 Central Av, ste 301, East Orange 07018",Contact - Heart to Heart (h2hhc.com),MtL,7512.0,(973) 678-5500
1612,St Josephs nursing home,86.0,age,,,St Joseph'S Home for Elderly - Totowa Post Acute Care (nursinghomes.com),MtL,7512.0,(973) 942-0300
1612,Sunset Ridge,8.0,age,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7512.0,(609) 664-2769
1613,Lakeland Village,8.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7420.0,(609) 664-2769
1613,Polte Homes / Powder Hollow,10.0,family,Wanaque Borough,"579 Ringwood Av, Wanaque 07465","Borough of Wanaque, New Jersey (wanaqueborough.com)",MtL,7465.0,(973) 839-3000
1613,Strengthen Our Sistes shelter,12.0,special,,,Leading National Behavioral Healthcare Provider - Devereux Advanced Behavioral Health,MtL,7465.0,(800) 767-9470
1613,View Apts,2.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7420.0,(609) 664-2769
1613,Wanague Reserve condominiums,10.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512","Community Grants, Planning & Housing | Good People. Great Results. (cgph.net)",MtL,7465.0,(609) 664-2769
1613,Wanaque at Parkside,18.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7420.0,(609) 664-2769
1613,Wanaque Borough housing rehab,21.0,,Wanaque Borough,"579 Ringwood Av, Wanaque 07465","Borough of Wanaque, New Jersey (wanaqueborough.com)",MtL,7465.0,(973) 839-3000
1614,Basile Apts,4.0,special,"Catholic Charities, Paterson diocese","777 Valley Rd, Clifton 07013","Basile Apartments - Catholic Charities, Diocese of Paterson - Clifton, New Jersey (ccpaterson.org)",MtL,7470.0,(973) 694-9591
1614,Brittany Chase condominiums,50.0,family,Brittany Chase,"8900 Brittany Dr, Wayne 07470",,MtL,7470.0,(973) 686-1007
1614,Crescent Court condominiums,20.0,family,Wayne Township,"201 Dey Rd, Wayne 07470",Wayne Township,MtL,7470.0,(973) 694-1800
1614,"Kelleher Supervised Apts in Butler, Morris County",6.0,special,"Catholic Charities, Paterson","777 Valley Rd, Clifton 07013","Catholic Charities, Diocese of Paterson - Clifton, New Jersey (catholicharities.org)",MtL,7470.0,(973) 409-2749
1614,Mountain View Crossing Apts / Lincoln Crossing,42.0,family,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Mountain View Crossing | Piazza & Associates Inc. (piazzanj.com),MtL,7470.0,(609) 786-1100
1614,Parkside Court condominiums,12.0,family,,,,MtL,7470.0,(973) 628-1024
1614,Preakness Commons / Nellis Commons,96.0,family,Goldberg Realty,"33 Clinton Rd, West Caldwell 07006","Preakness Commons | Wayne, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,7470.0,(973) 872-4740
1614,Siena Village at Wayne,251.0,age,Siena Village,1000 Siena Village,Sienna Village of Wayne | Christian Health Care Center (christianhealthnj.org),tax credit,7470.0,(973) 696-2811
1614,Spectrum for Living group home,6.0,special,Spectrum for Living Inc,"210 Rivervale Rd, ste 3, River Vale 07675",Spectrum For Living - Serving People with Developmental Disabilities,MtL,7470.0,(201) 356-8000
1614,Summer Hill Senior Apts,164.0,age,Christian Health Care Center,"301 Sicomac Av, Wyckoff 07481",Christian Health Care Center | Christian Health Care Center (christianhealthnj.org),HMFA,7470.0,(201) 897-5300
1614,Wayne developments in process,,,Wayne Township,"201 Dey Rd, Wayne 07470",Affordable Housing / Mt. Laurel (waynetownship.com),MtL,7470.0,nan nan
1614,Wayne group home / Service Centers of NJ,41.0,special,Wayne Township,"201 Dey Rd, Wayne 07470",Wayne Township,MtL,7470.0,(973) 694-1800
1614,Wayne group home for developmentally disabled,7.0,special,Bergen & Passaic County ARC,"223 Moore St, Hackensack 07601",The Arc of Bergen | Passaic County NJ (arcbp.com),HUD,7470.0,(201) 343-1518
1614,Wayne Senior Apts / Edward Sisco Village,242.0,age,Wayne Sr Cit Runnymede Corp,,,HMFA,7470.0,(973) 694-7530
1615,Advoserve group homes 1 & 2,20.0,special,Advoserve,"35 Grant Av, Somerville 08876",AdvoServ — AdvoServ,MtL,7480.0,(973) 728-2860
1615,Alfa developmentally disabled group home 1 & 2,6.0,special,Alfa Development Inc,"39 Oak Ridge Rd, Newfoundland 07435","Contact Us - ALFA Development, Inc.ALFA Development, Inc.",MtL,7480.0,(973) 697-1010
1615,Bald Eagle Manor 1 & 2,23.0,age,Piazza & Associates,"Princeton Forrestal Village, 216 Rockingham Row, Princeton 08540",Bald Eagle Commons | Piazza & Associates Inc. (piazzanj.com),MtL,7480.0,(609) 786-1100
1615,Center for Humanistic Change of NJ group home,3.0,special,Center for Humanistic of NJ Inc,"12 US Hwy 206, Stanhope 07874",Center For Humanistic Change : Welcome (thechc.org),MtL,7480.0,(973) 691-3488
1615,Lincoln Hill Village Senior Apts,50.0,age,,,"Lincoln Hill Village 647 | West Milford, NJ Low Income Apartments (affordablehousingonline.com)",tax credit,7480.0,(973) 728-4840
1615,Puerto Rican Federation Services Inc,3.0,special,West Milford Township,"1480 Unioin Valley Rd, West Milford 07480",Township of West Milford,MtL,7480.0,(973) 728-7000
1615,Salt & Light transitional housing,2.0,special,West Milford Township,"1480 Unioin Valley Rd, West Milford 07480",Township of West Milford,MtL,7480.0,(973) 728-7000
1615,Strengthen Our Sisters transitional housing / Choices,21.0,special,,,"Strengthen Our Sisters – Breaking the cycle of domestic violence, poverty and abuse",tax credit,7480.0,(973) 657-1357
1615,Wehrelen House group home,5.0,special,West Milford Township,"1480 Unioin Valley Rd, West Milford 07480",Township of West Milford,MtL,7480.0,(973) 728-7000
1615,West Milford housing rehab,20.0,,West Milford Township,"1480 Unioin Valley Rd, West Milford 07480",Township of West Milford,MtL,7480.0,(973) 728-7000
1616,Four Seasons at Great Notch,4.0,age,Woodland Park Borough,"5 Brophy Ln, Woodland Park 07424","Borough of Woodland Park, NJ Official Website - Woodland Park, NJ (wpnj.us)",MtL,7013.0,(973) 345-8100
1707,Penns Grove Housing Authority,,,Penns Grove Housing Authority,"40 S Broad St, Penns Grove 08069",Home - Penns Grove Housing Authority (pennsgroveha.org),PHA,8069.0,(856) 299-0101
1707,Penn Village Apts,120.0,family,Region 9 Housing Corp,"88 Huntington St, New Brunswick 08901",Penn Village Apartments | Region Nine Housing Corporation (rnhousing.org),HMFA,8069.0,(856) 299-1989
1707,Penns Grove Gardens,144.0,family,Silver St Development Corp,"33 Silver St, ste 300, Portland ME 04101",Penns Grove Apartments - Silver Street Development Corporation (silver-street.net),HMFA,8069.0,(856) 299-9144
1707,Penns Towers South,83.0,age,Penns Grove Housing Authority,"40 S Broad St, Penns Grove 08069",Home - Penns Grove Housing Authority (pennsgroveha.org),PHA,8069.0,(856) 299-0101
1707,Silver Run Park,70.0,family,Penns Grove Housing Authority,"40 S Broad St, Penns Grove 08069",Home - Penns Grove Housing Authority (pennsgroveha.org),PHA,8069.0,(856) 299-0101
1708,Collaborative Services group home 2006,6.0,special,Collaborative Support Programs of NJ,"11 Spring St, Freehold  08977",CSPNJ,HUD,8070.0,(732) 780-1175
1708,Kent Av Senior Apts / Tara Homes,101.0,age,L & S Residential Mgt,"1108 Straube Center Blvd 1-20, Pennington 08560","Kent Avenue Senior Living Apartments - Pennsville, NJ | Apartments.com",HMFA,8070.0,(856) 678-2600
1708,Pennsville Towers,99.0,age,Pennsville Towers,,"Pennsville Towers | Pennsville, NJ Low Income Apartments (affordablehousingonline.com)",MtL,8070.0,(856) 678-3300
1709,Pilesgrove housing rehab,6.0,,Pilesgrove Township,"1180 Rte 40 East, Pilesgrove 08098",Pilesgrove Township – Pilesgrove Township (pilesgrovenj.org),MtL,8098.0,(856) 769-3222
1709,Willows at Bailey Corner,90.0,family,Ingerman Properties ,"5 Powell Ln, Collingswood 08108",The Willows at Bailey Corner | The Willows (livewillows.com),tax credit,8098.0,(856) 769-2134
1710,PAFACOM Inc group homes,8.0,special,Pafacom Inc,"1301 W Forest Grove, bldg 3c, Vineland 08360","PAFACOM, Inc. – Parents and Friends Association Community Services",MtL,8318.0,(856) 696-1611
1710,Pittsgrove housing rehab,47.0,,Pittsgrove Township,"989 Centerton Rd, Pittsgrove 08318",Pittsgrove Township – Pittsgrove Township,MtL,8318.0,(856) 358-2300
1710,Willows at Bailey Corner,90.0,family,Ingerman Properties,"5 Powell Ln, Collingswood 08108",The Willows at Bailey Corner | The Willows (livewillows.com),HMFA,8098.0,(856) 769-2134
1712,Salem City Housing Authority,,,Salem City Housing Authority,"205 7th Av, Salem 08079",Salem Housing Authority - Home,PHA,8079.0,(856) 935-5022
1712,Anderson Drive,80.0,family,Salem City Housing Authority,"205 7th Av, Salem 08079",Salem Housing Authority - Anderson Drive,PHA,8079.0,(856) 935-5022
1712,Broadway Tower,102.0,age,Salem City Housing Authority,"205 7th Av, Salem 08079",Salem Housing Authority - Broadway Tower,PHA,8079.0,(856) 935-5022
1712,City of Salem housing rehab,16.0,,Salem City,"17 New Market St, Salem 08079",City of Salem New Jersey | Open for business! (cityofsalemnj.gov),MtL,8079.0,(856) 935-0372
1712,Harvest Point / Whispering Woods / Waters,260.0,family,VestA Mgt Corp,"175 Powder Forest Dr, Weatogue, CT 06089",Vesta Corporation | : Affordable Housing Developer and Owner,USDA,8079.0,(856) 935-1048
1712,Salem Community Complex,6.0,family,Tri County Community Action Agency,"143 W Broad St, Bridgeton, NJ 08302",,MtL,8079.0,(856) 935-8919
1712,Salem Historic Homes 1 & 2 / Carpenter St urban renewal,104.0,family,,,"Salem Historic Homes | Salem, NJ Low Income Apartments (affordablehousingonline.com)",HMFA,8079.0,(856) 935-6650
1712,Salem Senior Village Apts,64.0,age,,,Salem Senior Village Apartments (residentportal.com),HMFA,8079.0,(856) 878-1800
1712,Westside Court,76.0,family,Salem City Housing Authority,"205 7th Av, Salem 08079",Salem Housing Authority - Westside Court,PHA,8079.0,(856) 935-5022
1713,Carneys Point housing rehab,35.0,,Carneys Point Township,"303 Harding Hwy, Carneys Point 08069","Carney's Point Township, NJ (carneyspointtwp.org)",MtL,8069.0,(856) 299-0070
1713,Carneys Point Senior Apts 1,98.0,age,VestA Corp,"175 Powder Forest Dr, Weatogue, CT 06089",Carney’s Point Senior Apartments – Vesta Corporation,HMFA,8069.0,(856) 299-8100
1713,Soders Village Apts / Hillcrest West,48.0,family,Lower County Property Mgt,"439 Chruch Rd, Sicklerville 08081",,USDA,8069.0,(856) 728-8244
1713,Village Arms Apts / Carneys Point Senior Apts 2,80.0,age,,,"Village Arms Apartments | Carneys Point, NJ Low Income Apartments (affordablehousingonline.com)",USDA,8069.0,(856) 299-6611
1714,Bancroft Neurohealth group homes,47.0,special,Bancroft Neurohealth,"1255 Caldwell Rd, Cherry Hill 08034",Residential Programs | Bancroft,MtL,8318.0,(856) 429-0010
1714,Upper Pitsgrove market to affordable program,1.0,,Upper Pittsgrove Township,"431 Rte 77, Elmer 08318","Upper Pittsgrove Township, NJ - Offices/Departments (upperpittsgrovenj.org)",MtL,8318.0,(856) 358-8500
1714,Upper Pittsgrove housing rehab,4.0,,Upper Pittsgrove Township,"431 Rte 77, Elmer 08318",,MtL,8318.0,(856) 358-8500
1715,Hillcrest 1 & 2,72.0,family,Lower County Property Mgt,"439 Chruch Rd, Sicklerville 08081",,USDA,8098.0,(856) 769-2826
1715,Project Freedom / Woodstown family housing,40.0,special,"Project Freedom, Woodstown",,"Project Freedom – Barrier-free, independent, community living",MtL,8098.0,(856) 624-4179
1715,Project Freedom / Woodstown special needs housing,20.0,special,"Project Freedom, Woodstown",,"Westampton, NJ – Project Freedom",MtL,8098.0,(856) 624-4179
1715,Salem Homes 2004 / Collaborative Services group home,6.0,special,Collaborative Support Programs of NJ,"11 Spring St, Freehold  08977",CSPNJ,HUD,8098.0,(732) 780-1175
1715,Woodstown housing rehab,29.0,,Woodstown Borough,"25 West Av, Woodstown 08098","Woodstown, New Jersey (historicwoodstown.org)",MtL,8098.0,(856) 769-2200
1801,Hills--Cortland,120.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7921.0,(609) 664-2769
1801,Hills--Parkside,165.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7921.0,(609) 664-2769
1801,Hills--Village Green,260.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,7921.0,(609) 664-2769
1801,Pluckemin Park Senior Apts,50.0,age,Treetop Development,"500 Frank W Burr Blvd, ste 47, Teaneck 07666",,tax credit,7921.0,(908) 306-1600
1801,Timberbrooke,24.0,family,"Community Grants, Planning, & Housing (CGP&H)","1249 South River Rd, ste 301, Cranbury 08512",Locations - CGP&H (affordablehomesnewjersey.com),MtL,,(609) 664-2769
1802,Bernards Township housing rehab,33.0,,Bernards Township,"1 Collyer Ln, Basking Ridge 07920",Bernards Township NJ - Affordable Housing,MtL,7920.0,(908) 766-2510
1802,Bethel Ridge Corp group home,6.0,special,Bethel Ridge Corp,"PO Box 136, Basking Ridge 07920",Bethel Ridge Home Page (bethelridgenj.org),MtL,7920.0,(908) 221-0852
1802,Cedars at Basking Ridge,106.0,family,Central Jersey Housing Resource Center / CJHRC,"600 1st Av, Ste 3, Raritan 08869",Central Jersey Housing Resource Center (cjhrc.org),MtL,7920.0,(908) 446-0036
1802,Crown Court Apts,19.0,family,Crown Court Apts,,,MtL,7920.0,(908) 756-1950
1802,Matheny school group home,6.0,special,the Matheny school,"65 Highland Av, POB 339, Peapack 07977",,MtL,7920.0,(908) 234-0011
1802,Our House Inc group home,4.0,special,Our House Inc,"76 N Floral Av, Murray Hill 07974",Our House – Fulfilling experiences (ourhousenj.org),MtL,7920.0,(908) 464-8008
1802,Ridge Oak Senior Apts 1,247.0,age,,,Ridge Oak | Ridge Oak Senior Housing | United States,HUD,7920.0,(908) 221-0266
